x1,x2,label
-0.50183952461055,-1.874283257253063,-1
1.8028572256396647,0.5456416450551216,-1
0.9279757672456204,-0.7425760756946933,-1
0.3946339367881464,0.03428276465881108,-1
-1.3760219186551894,-1.0028310834045002,-1
1.4647045830997407,1.0222045541721947,-1
0.4044600469728352,-1.0848073380335101,-1
0.832290311184182,-1.692080360684828,-1
1.8796394086479773,-1.3551148509839823,-1
0.09902572652895136,-1.2537197644558566,-1
-0.8314214058591274,-0.7279861001125445,-1
-0.5345526268252332,-1.559792301889293,-1
-0.17572006313185629,-1.0882593498322333,-1
1.1407038455720544,-0.29156884549497475,-1
0.36965827544816987,-1.9721914778752372,-1
0.43017940760575346,-0.33035598740488403,-1
-1.3179035052508339,-1.111568758117079,-1
-1.739793628058882,-1.5205385306652688,-1
1.795542149013333,-0.6495393143854882,-1
1.8625281322982374,1.7716388156500766,-1
1.2335893924658445,-0.7071882719169791,-1
0.7369321060486276,-0.5454815904828241,-1
-0.01929235955491926,-0.9928708166985434,-1
1.6372816083151283,-0.7964867607329214,-1
-0.9648800735999323,-0.8606380224901296,-1
0.6500891374159279,-1.8524522105818688,-1
0.08027208471124325,0.010716092915445952,-1
0.1868411173731186,-1.7940849950000426,-1
-1.2605821778978918,-0.8854141430535543,-1
1.8783385110582342,1.6330635438666148,-1
1.1005312934444582,-1.0417524373321103,-1
1.7579957662567565,-1.4204205116351076,-1
1.5793094017105953,-0.04218895888974794,-1
1.6874969400924673,-1.0317789139539983,-1
-1.8190908443578477,-1.0494498240304013,-1
-0.44529084124207197,-0.5288674691229871,-1
1.3149500366077174,0.5341188430435788,-1
-0.876261961250477,-1.6388409197823668,-1
-1.4363031001009494,-0.7168797401130567,-1
1.2087879230161587,-1.253925958400583,-1
-1.7017974252809167,-1.8368994337809443,-1
1.9475477464020692,0.36357177275296726,-1
1.0889790771866297,0.7102574473691297,-1
-1.2051372738633104,-1.9336486842885754,-1
1.2618457138193366,-1.0940168992082482,-1
0.8274293753904685,0.5806911616377994,-1
0.9160286721639492,-1.3025342839800342,-1
1.085081386743783,0.7637509524098638,-1
-1.5365237618994811,-1.449916223416027,-1
1.452413703502374,-0.635734595798966,-1
0.4931925073102317,-1.5461059150376437,-1
-0.7560707131373512,-0.9682334891393776,-1
0.5502298854208525,0.22080324639784932,-1
1.5488509703053062,0.11860231342402594,-1
-0.11114029935220282,-1.0325908363981933,-1
-1.5216230162467932,-1.6275889287764032,-1
0.24510879027798493,0.5324058290930718,-1
1.083868719818244,-0.6438808358051973,-1
-0.024817614542437028,-0.6031617015493564,-1
-1.6634401400198047,0.8583836908002493,1
-1.353485143621545,0.6407895068709251,1
0.4257162386383597,1.8194611226527764,1
-1.9632117935334814,0.951587666783074,1
-1.5941138285358716,0.21741621004560274,1
-1.9797536646151253,-0.32159975028884036,1
-0.6984012073629291,1.4218423360440289,1
-1.0240414264836657,0.46340039220886586,1
0.010548372420768448,1.425959364753289,1
-1.9027361342741846,0.3431023250938532,1
0.5818891836286713,1.7609209656998304,1
-1.2915572823718042,0.3018967115035158,1
-0.5193651989782224,0.18246715726373974,1
-1.9381735338845303,1.7658592351061007,1
-0.2872634067307427,1.8447622552956568,1
-0.7323119793748893,0.7320270936654274,1
0.28024468035745986,1.2578739303557431,1
-1.4396639390539039,0.515771387119536,1
0.07331860945494695,1.5098880541082118,1
-0.5620353951209793,1.0024590065634333,1
-0.8256326229420266,1.227338957069056,1
1.2374446219140545,1.9620205680026932,1
0.0060651787487984166,1.723029302414259,1
-0.6480193725938568,1.6102116267182667,1
-1.624072240636524,1.3058298644309665,1
-1.8562309048130317,1.582092913984802,1
-0.8538349914868624,1.6215279056770546,1
-1.8779990002438023,-0.7227454496383405,1
-1.8506072450031423,1.8002478682032197,1
1.290402242638633,1.8024285877502244,1
-0.5592374343549484,0.29375155249314444,1
-1.4917579493924609,0.5273488486791971,1
-1.658610140024928,1.00949811775072,1
-1.7932731153255692,1.1663161749033941,1
0.12541852627259198,1.1584725711782156,1
-0.7081741082350161,1.550816731033199,1
-1.6861744746309362,1.046042526869889,1
-1.89859702633817,0.47287225326504423,1
-1.306822719716617,1.2874402371614249,1
-1.3742518293156558,0.8249689086259848,1
